step,train_loss,val_loss,lr,sec_per_step
51600,0.56768,,1.526014e-05,0.085
51700,0.59506,,1.490507e-05,0.085
51800,0.59657,,1.455397e-05,0.085
51900,0.58172,,1.420683e-05,0.085
52000,0.60190,0.54000,1.386369e-05,0.085
52100,0.61414,,1.352453e-05,0.085
52200,0.58484,,1.318938e-05,0.085
52300,0.60175,,1.285825e-05,0.085
52400,0.56290,,1.253114e-05,0.085
52500,0.58364,,1.220806e-05,0.085
52600,0.58613,,1.188902e-05,0.085
52700,0.57803,,1.157404e-05,0.085
52800,0.58505,,1.126312e-05,0.085
52900,0.61050,,1.095626e-05,0.085
53000,0.59311,0.53440,1.065349e-05,0.085
53100,0.60305,,1.035481e-05,0.085
53200,0.56598,,1.006022e-05,0.085
53300,0.57924,,9.769738e-06,0.085
53400,0.60304,,9.483370e-06,0.085
53500,0.58871,,9.201125e-06,0.085
53600,0.59254,,8.923011e-06,0.085
53700,0.57628,,8.649036e-06,0.085
53800,0.57607,,8.379208e-06,0.085
53900,0.59660,,8.113535e-06,0.085
54000,0.59155,0.52723,7.852024e-06,0.085
54100,0.57334,,7.594684e-06,0.085
54200,0.59690,,7.341523e-06,0.085
54300,0.55155,,7.092546e-06,0.085
54400,0.57022,,6.847762e-06,0.085
54500,0.59133,,6.607179e-06,0.085
54600,0.57536,,6.370802e-06,0.085
54700,0.59603,,6.138639e-06,0.085
54800,0.57173,,5.910697e-06,0.085
54900,0.59218,,5.686982e-06,0.085
55000,0.59344,0.52247,5.467501e-06,0.085
55100,0.59127,,5.252261e-06,0.085
55200,0.56868,,5.041267e-06,0.085
55300,0.56710,,4.834526e-06,0.085
55400,0.58615,,4.632045e-06,0.085
55500,0.59072,,4.433828e-06,0.085
55600,0.58625,,4.239882e-06,0.085
55700,0.56881,,4.050212e-06,0.085
55800,0.57499,,3.864824e-06,0.085
55900,0.58195,,3.683724e-06,0.085
56000,0.56196,0.51856,3.506917e-06,0.085
56100,0.57501,,3.334407e-06,0.085
56200,0.54581,,3.166201e-06,0.085
56300,0.57548,,3.002302e-06,0.085
56400,0.57403,,2.842716e-06,0.085
56500,0.56942,,2.687448e-06,0.085
56600,0.56574,,2.536501e-06,0.085
56700,0.57031,,2.389881e-06,0.085
56800,0.57962,,2.247592e-06,0.085
56900,0.56607,,2.109637e-06,0.085
57000,0.57178,0.51691,1.976022e-06,0.085
57100,0.55799,,1.846749e-06,0.085
57200,0.55454,,1.721823e-06,0.085
57300,0.58187,,1.601247e-06,0.085
57400,0.57403,,1.485025e-06,0.085
57500,0.57518,,1.373161e-06,0.085
57600,0.56824,,1.265656e-06,0.085
57700,0.57361,,1.162516e-06,0.085
57800,0.54489,,1.063742e-06,0.085
57900,0.57009,,9.693381e-07,0.085
58000,0.54857,0.51542,8.793064e-07,0.085
58100,0.53536,,7.936497e-07,0.085
58200,0.58996,,7.123706e-07,0.085
58300,0.53869,,6.354714e-07,0.085
58400,0.53679,,5.629543e-07,0.085
58500,0.54860,,4.948216e-07,0.085
58600,0.57479,,4.310751e-07,0.085
58700,0.57476,,3.717169e-07,0.085
58800,0.57090,,3.167485e-07,0.085
58900,0.55817,,2.661717e-07,0.085
59000,0.58456,0.51472,2.199879e-07,0.085
59100,0.55991,,1.781985e-07,0.085
59200,0.58309,,1.408047e-07,0.085
59300,0.57247,,1.078075e-07,0.085
59400,0.55785,,7.920805e-08,0.085
59500,0.55839,,5.500707e-08,0.085
59600,0.55771,,3.520530e-08,0.085
59700,0.55994,,1.980332e-08,0.085
59800,0.56496,,8.801583e-09,0.085
59900,0.56091,,2.200412e-09,0.085
60000,0.57658,0.51464,0.000000e+00,0.085
